,statement,label,id
117,Say Oregon Reps. Peter DeFazio and Earl Blumenauer are socialists who are openly serving in the U.S. Congress.,0,997
118,"Rudy Giuliani is ""probably the most underqualified man since George Bush to seek the presidency.""",0,998
119,"About half of the presidents have been governors; half of them, senators.",0,999
120,"After Britains vote to leave the European Union, within 24 hours, Americans lost $100 billion from our 401(k)s.",1,1000
121,"Medicaid spending declined by 1.9 percent in 2012, the second such decline in 47 years.",1,1001
122,Says 88 Texas constables have died in the line of duty.,1,1002
123,"Gov. Rick Scott cut the cost of prepaid college tuition by nearly $20,000.",1,1003
124,"The city of Columbus would save $41 million a year if employees had to contribute to their own, guaranteed-check pensions.",1,1004
125,"As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.",1,1005
126,You had more women getting computer sciences degrees in the 80s by a factor of 2-plus than you do now.,1,1006
127,The Air Force wants taxpayers to fund a fantasy football league.,0,1007
128,Barack Hussein Obama will ... force courts to accept Islamic Sharia law in domestic disputes.,0,1008
129,About 3 percent of murders and crimes are committed with guns from people who actually (legally) purchase those guns.,1,1009
130,Some neighborhood schools are closing.,1,1010
131,He told gay organizers in Massachusetts he would be a stronger advocate for special rights than even Ted Kennedy.,1,1011
132,"The years that I was speaker, the Florida House consistently offered leaner budgets than the governor offered.",1,1012
133,"We are already almost halfway to our 2010 goal of creating 700,000 new jobs in seven years.",0,1013
134,Says the U.S. Supreme Court found that Social Security is not guaranteed.,1,1014
135,SaysMichael Bennet wants to close Guantanamo Bay prisonand bring terrorists right here to Colorado.,0,1015
136,Oregonians have an amazing no-cost way to fight abortion with free political donations,1,1016
137,"The president said hes going to bring in 250,000 (Syrian and Iraqi) refugees into this country.",0,1017
138,"Research shows that a vast majority of arriving immigrants today come here because they believe that government is the source of prosperity, and thats what they support.",0,1018
139,Newt Gingrichs immigration plan offers a new doorway to amnesty.,1,1019
140,Mr. Caprio is a career politician who has never worked in the private sector.,0,1020
141,"In Rhode Island, 9 percent of workers use the states temporary disability insurance program each year while in New Jersey, the rate is only 3 percent.",0,1021
142,"In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!",1,1022
143,President Obama took more money from Wall Street in the 2008 campaign than anybody ever had.,1,1023
144,Donald Trump has said nuclear proliferation is OK.,1,1024
145,"Hillary Clinton has taken over $800,000 from lobbyists.",1,1025
146,Barack Obama has never even worked in business.,0,1026
147,Says the Arizona immigration law expressly bans racial profiling.,1,1027
148,Says Gov. Rick Perry has been begging for the federal government to send the Coast Guard to patrol two lakes on the U.S.-Mexico border.,0,1028
149,"On the VA: Over 300,000 veterans have died waiting for care.",0,1029
150,Were now spending 42 percent of our economy on government.,1,1030
151,Rob Cornilles supports privatizing Medicare.,0,1031
152,"In 2005, Dan Branch tried to expand third-trimester abortions in Texas.",0,1032
153,We (Democrats) have made steady progress creating jobs and improving our schools.,1,1033
154,Michigan and Massachusetts raised their bottle deposit and could no longer afford the program because the redemptions were so high there was no profit in there.,0,1034
155,"Whether you like to admit it or not, half our general revenue goes to education.",1,1035
156,Im the only one whos fought against developers draining the Everglades!,0,1036
157,Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.,1,1037
158,"There are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to North Carolinas House Bill 2.",1,1038
159,Climate change is directly related to the growth of terrorism.,0,1039
160,The jobs bill includes President Obamas tax on soup kitchens,0,1040
161,Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.,0,1041
162,While Sarah was Mayor of Wasilla she tried to fire our highly respected City Librarian because the Librarian refused to consider removing from the library some books that Sarah wanted removed.,1,1042
163,"If Milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.",1,1043
164,We have more illegal immigrants here than we did five years ago.,0,1044
165,Says Rick Perry wrote a letter supporting Hillarycare.,0,1045
166,The U.S. Patent and Trademark Office received zero complaints about the Washington Redskins name.,0,1046
167,"The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.",0,1047
168,(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.,1,1048
169,Says Chris Christie vetoed a jobs package of 30 bills.,1,1049
170,There are already more American jobs in the solar industry than in coal mining.,1,1050
171,Says Illinois gubernatorial candidate Bill Bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.,1,1051
172,Barack Obama is in an economy thats only worsened since hes been president of the United States.,1,1052
173,"Romney failed to take action against ""sanctuary cities"" in Massachusetts.",1,1053
174,"Says New Jersey is down nearly 200,000 jobs from its pre-recession peak and with Gov. Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months.",1,1054
175,Says Thomas Eric Duncan came into the United States with an elevated temperature.,0,1055
176,We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,1,1056
177,Gas prices have gone up $2 since Obama took office.,1,1057
178,Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,1,1058
179,Says judges get better benefits at a lower cost than everybody else in the state.,1,1059
180,There are a lot of casinos across the country that have gone bankrupt.,1,1060
181,Small businesses create 70 percent of the jobs in America.,1,1061
182,"Seniors with coverage under Medicare Advantage will give up ""more than their share"" because of health care reform",1,1062
183,"Over 12,000 school kids were arrested in Florida. It makes Florida the nations leader in that area.",1,1063
184,If Texas were a country our economy would rank # 10...in the WORLD.,1,1064
185,There are more oil rigs in operation in the United States than the rest of the world combined.,0,1065
186,"Payday lenders profit from the poor by charging 1,000-plus percent interest.",1,1066
187,"The Social Security trust fund is sound. Without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.",1,1067
188,It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.,1,1068
189,The Obama administration shut down the Amber Alert program because of the government shutdown.,0,1069
190,The Republicans have 2 percent of the Muslim vote.,1,1070
191,"[W]e see Americas prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!",1,1071
192,"Says that in a hearing, Rep. Gabrielle Giffords suggested to Gen. David Petraeus that the Army put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.",0,1072
193,"Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.",1,1073
194,"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose.",1,1074
195,Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.,1,1075
196,"Under the Cash for Clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.",0,1076
197,Not one Republican has the guts to recognize that climate change is real.,0,1077
198,"While our people work longer hours for lower wages, almost all new income goes to the top 1 percent.",1,1078
199,David Dewhurst has a record of promoting an income tax.,0,1079
200,Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons,1,1080
201,"In the past year, more than 20 percent of Americans have changed their mind about the war in Afghanistan. They conclude we shouldn't be there.",0,1081
202,"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.",0,1082
203,The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,0,1083
204,Says Obama health reform law denies millions access to affordable insurance.,0,1084
205,Says HB2 hasnt moved the needle one iota on North Carolinas economy.,0,1085
206,Close to 30% of our federal prison population consists of illegal immigrants.,0,1086
207,Says Rick Scott called education not a core function of the state.,0,1087
208,"The Family Research Council, according to some government agencies, is a terrorist group.",0,1088
209,"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children.",1,1089
210,Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,1,1090
211,Obamacare is the biggest tax increase in American history.,0,1091
212,You ... said that Barack Obama was not ready to be commander in chief.,1,1092
213,"The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.",1,1093
214,Milwaukee Mayor Tom Barrett has held the line on property taxes.,0,1094
215,Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.,1,1095
216,"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.",1,1096
217,Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.,0,1097
218,"Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.",1,1098
219,On how money from a possible lease of the Ohio Turnpike would be used,1,1099
220,"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.",1,1100
221,"The president has had 1,540 of his nominations confirmed, only four defeated.",1,1101
222,U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.,1,1102
223,"Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.",0,1103
224,There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,1,1104
225,"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",1,1105
226,"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",1,1106
227,Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed.,0,1107
228,One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,1,1108
229,"Military ""recruiting went on at Harvard every single day throughout the time (Kagan) was there.""",1,1109
230,"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",1,1110
231,"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.",1,1111
232,The Paul Ryan budget proposal would privatize Medicare.,1,1112
233,High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,1,1113
234,The United States imprisons more than any nation in the world.,1,1114
235,Says Marco Rubio is the one for an open border.,0,1115
236,"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.",1,1116
237,Says cuts to Medicare affect people who have already paid in. We paid for it.,0,1117
238,David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,0,1118
239,The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,1,1119
240,Providences port is 200 miles closer to Europe than any other Eastern port.,0,1120
241,Says you need a photo ID to purchase Sudafed in Texas.,1,1121
242,Twenty percent of housing in Portlands Pearl District is affordable.,1,1122
243,"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",1,1123
244,Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,1,1124
245,Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,1,1125
246,"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.",1,1126
247,Says Hillary Clinton said the Veterans Affairs scandal is over-exaggerated. She said she was satisfied with what was going on.,0,1127
248,We now have driven (health care) costs down to the lowest theyve been in 50 years.,0,1128
249,"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""",1,1129
250,"Says Sen. Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.",1,1130
251,"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""",1,1131
252,"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.",1,1132
253,Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.,0,1133
254,Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,0,1134
255,Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,1,1135
256,Warren (Buffett) still does support me.,1,1136
257,Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,1,1137
258,A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,0,1138
259,"About 230,000 people that were on unemployment when I took office are not on unemployment now.",1,1139
260,"One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.",0,1140
261,Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.,0,1141
262,Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,0,1142
263,"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",1,1143
264,Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,0,1144
265,"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",0,1145
266,"Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises.",0,1146
267,"Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.",1,1147
268,"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.",1,1148
269,Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,1,1149
270,On legalizing illegal immigrants.,1,1150
271,Nearly half of all pregnancies in the U.S. are unintended.,1,1151
272,"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",1,1152
273,"Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.",1,1153
274,"Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.",1,1154
275,The top 1 percent pay over half of the entire revenue for this country.,0,1155
276,The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.,0,1156
277,Chris Christie has not increased the taxes on anyone.,1,1157
278,The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,0,1158
279,Says he never said he would keep education funding the same.,0,1159
280,"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",1,1160
281,"Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare.",1,1161
282,"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.",1,1162
283,(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,0,1163
284,Says Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,0,1164
285,Says Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax.,0,1165
286,"Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.",1,1166
287,Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,1,1167
288,"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.",0,1168
289,"If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.",0,1169
290,What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,0,1170
291,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,1,1171
292,"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.",1,1172
293,The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,0,1173
294,"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.",0,1174
295,"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",0,1175
296,Texas this fiscal year will have more money in reserve than the other 49 states combined.,0,1176
297,On using the Strategic Petroleum Reserve.,0,1177
298,Immigrants are more fertile.,1,1178
299,"The proposed education changes ""will not cut one teacher's pay.""",1,1179
300,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,0,1180
301,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,1,1181
302,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,0,1182
303,We spend less on defense today as % of GDP than at any time since Pearl Harbor.,0,1183
304,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,1,1184
305,"Says Scott Walker wants to ban common forms of birth control, including the pill.",1,1185
306,Jason Kander supports [Obamas] plan to bring the remaining suspected terrorists to U.S. soil.,0,1186
307,"Shelby County donated Im sorry, gave 44 schools to the city of Memphis.",1,1187
308,"Top U.S. intelligence officials have toldevery member of Congress, including the president, were about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq.",1,1188
309,Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.,1,1189
310,"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.",1,1190
311,Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries.,0,1191
312,The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.,0,1192
313,There are mechanisms in place to shut down the Internet privately.,1,1193
314,The American people support defunding Obamacare and oppose shutting down the government.,0,1194
315,Report that #GOP insisting on changes to Social Security as part of #fiscalcliff false. BTW those changes are supported by @barackobama.,1,1195
316,"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.",1,1196
317,The people of Rhode Island dont want same-sex marriage.,0,1197
318,"Rep. Paul Ryans Medicare plan lines the pockets of the private insurance companies, increases costs for seniors and does not reduce the deficit.",1,1198
319,This year in Congress (Connie Mack IV) has missed almost half of his votes.,0,1199
320,"1/3 of our kids drop out (of high school), cannot go to college or start a career.",0,1200
321,Not even old Gen. Eisenhower saluted military personnel as president.,0,1201
322,"If Wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts.",1,1202
323,"You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.",0,1203
324,74 percent of Republicans support the Affordable Care Act.,0,1204
325,"For every $1 spent on afterschool programs, we can save over $5, almost $6, in crime costs down the line.",1,1205
326,"The federal government has $3 trillion in cash flow, so we can pay our bills and wont default.",1,1206
