,statement,label,SentimentScore,CountPunc,Readability,CountWord
66,Says Marco Rubio said Social Security and Medicare haveweakened us as a people.,1,0.34,1,9.3,13
67,"Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.",1,0.2732,3,9.0,17
68,"As secretary of the Department of Energy under former President Bill Clinton, ""I created reserves of home heating oil.""",1,0.4767,4,13.1,19
69,Twenty-five states have lower unemployment than Texas which is tied with Mississippi for more minimum-wage jobs than anywhere in the United States.,1,-0.3182,3,16.6,22
70,"Of the 20 bills [Rep. David] Cicilline has sponsored in his three years in office, not a single one has advanced past the embryonic committee stage.",1,0.25,5,7.3,26
71,"Says Donald Trump has said he loves war, including with nukes.",1,-0.0516,2,6.3,11
72,"Any state tax law has to start in the House and the renewal of the state hospital bed tax this year started in the Senate, which is unconstitutional.",0,0.0,2,13.1,28
73,"Every child born today inherits a $30,000 share in a national debt that stands at more than $13 trillion.",1,-0.0772,4,9.6,19
74,A strong bipartisan majority in the House of Representatives voted to defund Obamacare.,0,0.5106,1,12.2,13
75,Proximity to high-voltage power lines lowers property values by as much as 30 percent.,1,0.296,2,10.1,14
76,What the facts say is ...the best scenario for kids is a loving mom and dad.,0,0.8442,4,4.5,16
77,Says Mark Neumann = Nancy Pelosi,0,0.0,1,6.5,6
78,"To hear Gov. Christie tell it, everything in New Jersey is going just fine. Well I see another New Jersey with 400,000 unemployed. One of the worst jobless rates in the country. Working and middle class families have seen costs soar, from property taxes to college tuition.",1,-0.296,8,6.0,47
79,Says delegates cant legally change the Republican National Convention rules to prevent Donald Trumps nomination.,0,-0.0505,1,16.8,15
80,Rebuilding three high schools will benefit 40 percent of Portland Public School students.,0,0.4588,1,13.0,13
81,Proposition 2 on Novembers Texas ballot does not cost state taxpayers any money.,1,0.0,1,9.7,13
82,Providence has the lowest crime rate in three decades.,1,-0.7269,1,7.1,9
83,On banning earmarks.,0,0.0,1,8.3,3
84,Says hes taken an 8% pay decrease in each of the nine years he has been in office.,1,-0.1027,2,4.6,18
85,1 percent of Americans are millionaires. 47 percent of House Reps. are millionaires. 56 percent of Senators are millionaires.,1,0.0,4,14.6,19
86,The decision for the United States to buy heavy water from Iran will directly subsidize Irans nuclear program.,0,0.4215,1,11.9,18
87,The Texas Department of Transportation... misplaced a billion dollars.,1,0.0,4,15.5,9
88,A judges order means theres a Constitution exemption zone if you live within 100 miles of the United States border.,0,0.4215,1,11.2,20
89,"Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry.",1,0.34,5,9.9,16
90,"Mitch McConnell opposed ""legislation to create and protect Kentucky jobs . . . help for the unemployed. . . health care for Kentucky's children,"" and ""fair pay for women.""",0,0.8885,13,18.6,29
91,"Under Mayor Tom Barrett, the number of Milwaukee police officers has not increased.",1,-0.1316,2,10.8,13
92,Taxpayers subsidize 80 percent of each MARTA trip,0,0.0,0,7.3,8
93,"President Obama, Sen. Harry Reid and Rep. Nancy Pelosi passed a $1.2 trillion stimulus bill.",0,0.0,6,5.6,15
94,Says Milken Institute rated San Antonio as nations top-performing local economy.,1,0.0,2,14.0,11
95,Says people in Africa literally walk two and three hundred miles in order to vote.,0,0.0,1,7.4,15
96,"Before World War II, very few people actually had health insurance.",1,-0.5994,2,8.5,11
97,Half of children struck by cars near schools are hit by parents driving children to school.,0,-0.25,1,8.9,16
98,"Citizens Property Insurance has over $500 billion worth of risk, with less than $10 billion worth of surplus.",0,0.1779,4,11.6,18
99,Tom Leppert pledged to make Dallas a sanctuary city for illegal immigrants.,0,-0.5574,1,9.7,12
100,Putting three Republicans in my Cabinet...is unprecedented.,1,0.0,4,17.7,7
101,"When Atlanta Police Chief George Turner was interim head of the department, overall crime fell 14 percent and violent crime dropped 22.7 percent.",0,-0.8979,3,15.3,23
102,"From 1980 to 1990, the top 1 percent saw their income go up by roughly 80 percent while the median wage in the country over (the same) 10 years went up 3 percent.",1,0.2023,4,13.6,33
103,"I am very proud, as governor of Florida, that we signed the first divestment act, as it relates to Iran, divesting any investments in companies that would invest in Iran.",1,0.5256,5,15.7,30
104,"As a result of climate change, ice fishermen in Wisconsin are already noticing fewer days they can be out on our ice covered lakes.",1,0.0,2,11.8,24
105,Muslim nations did not call out the people who celebrated the 9/11 attacks.,1,0.2023,2,7.9,13
106,"Says Donald Trump said of women, And you can tell them to go f--- themselves.",0,0.0,5,5.9,15
107,"The Taliban has been there for years and years, I mean, hundreds of thousands of years.",0,0.0,3,7.8,16
108,Iran President Hassan Rouhani has more Cabinet members with Ph.D.s from American universities than members of Barack Obamas Cabinet.,1,0.0,3,16.3,19
109,"The words subhuman mongrel, which Ted Nugent called President Barack Obama, were used by the Nazis to justify the genocide of the Jewish community.",1,0.0,3,14.9,24
110,"(Barack Obama) says hes going to reduce the long-term debt and deficit by $4 trillion, doesnt say how hes going to do it.",0,-0.6369,6,10.3,23
111,Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan.,0,0.4019,1,10.8,13
112,Says President Obama and his National Labor Relations Board sued Boeing over its decision to open a plant in South Carolina.,1,0.0,1,12.4,21
113,"Says U.S. Sen. Ron Johnson led the fight to let polluters release unlimited amounts of carbon pollution and took nearly $225,000 from polluters.",1,-0.8225,6,15.0,23
114,Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate.,1,0.4939,2,9.7,13
115,More (student-athletes) graduate than the students who arent student-athletes.,1,0.0,5,19.7,9
116,U.S. Rep. Lloyd Doggett is the most liberal man in the United States Congress.,0,0.4215,4,7.4,14
117,"Its entirely possible that the Democratic nominee, [Hillary Clinton], earned more money giving a single speech on Wall Street than I made the six years that I was there back in the 1980s In fact, its quite likely.",0,0.3976,6,19.4,38
118,Says Mitt Romney flip-flopped on an assault weapons ban.,1,-0.8834,2,8.2,9
119,"Says state Senate President Stephen Sweeney gave us the nations highest income tax rates, driving out jobs.",0,0.0,2,12.3,17
120,Delaware Democratic Senate candidate Chris Coons thought that a 911 call should be taxed.,0,0.0,1,11.1,14
121,"When Tim Kaine was governor, spending soared, blowing holes in the budget every year.",0,0.0,3,9.8,14
122,President Obama has the lowest public approval ratings of any president in modern times.,0,0.128,1,10.8,14
123,"Neville Chamberlain told the British people: Accept the Nazis. Yes, they will dominate the continent of Europe, but that is not our problem. Lets appease them. Why? Because it cant be done. We cannot possibly stand against them.",0,0.7868,9,6.1,38
124,On an income cap for recipients of the popular HOPE scholarship,0,0.7531,0,6.8,11
125,Wisconsin is dead last in the Midwest for job creation.,1,-0.4939,1,5.2,10
126,On running a civil and polite campaign.,1,0.0,1,4.3,7
127,"Says President Barack Obama has taken 92 days of vacation since he was sworn in, compared to 367 for President George W. Bush at the same point in his presidency.",1,0.0,3,6.9,30
128,"The federal government reviewed and verified his administrations numbers showing Wisconsin added 23,608 jobs in 2011.",1,0.0,2,16.6,16
129,Tom Suozzi raised taxes by hundreds of millions of dollars as Nassau County executive.,1,0.0,1,10.1,14
130,"John Holdren, director of the White House Office of Science and Technology Policy, has proposed forcing abortions and putting sterilants in the drinking water to control population.",0,0.0,3,19.1,27
131,Mitt Romney drove to Canada with the family dog Seamus strapped to the roof of the car.,1,0.0,1,6.8,17
132,Many of the founding fathers were very actively involved in cockfighting.,0,0.3804,1,11.1,11
133,Says state Sen. Sheila Harsdorf wants to eliminate Medicare as we know it.,0,0.0,2,4.3,13
134,The majority of people travelling to these destination resorts are not going for the primary purpose of gambling.,0,0.0,1,12.7,18
135,Says Bill Nelson voted 98 percent of the time with Barack Obama.,1,0.0,1,5.4,12
136,I did not I did not I do not say that. I do not say that climate change is a hoax perpetrated by the Chinese.,0,-0.2732,2,0.8,25
137,"In Florida we have 75,000 on (a) waiting list for child care and 23,000 on waiting lists for community care for the elderly.",1,0.7506,5,10.9,23
138,"Says NFL Commissioner Roger Goodell interviewed domestic abuse victim Janay Rice with Ray Rice present and for every domestic violence agency, every law enforcement agency, thats a no-no.",1,-0.886,4,19.5,28
139,I can tell you that the enhanced interrogation techniques that have since been banned by this administration specifically waterboarding work.,0,-0.4588,1,17.3,20
140,Virginia has made no progress on jobs since Bob McDonnell took office.,0,0.1531,1,7.7,12
141,The Iraq Study Group reported that (Saddam Hussein) had designs on reviving his nuclear program.,0,0.0,3,11.8,15
142,"The sex-offender registry has been around for a long time, and the research thats out there says that it has no positive impact on the public safety.",1,0.6369,3,13.5,27
143,Ronald Reagan raised the national debt 18 times.,1,-0.3612,1,6.7,8
144,On whether global warming is man-made.,0,0.1531,2,7.5,6
145,The number of inmates since 2000 on death row dying of natural causes has now surpassed the number of inmates executed.,1,-0.2023,1,11.3,21
146,"Quite frankly, it was during the Bush years of spending, multiplied now by the Obama years that we have this mess.",1,-0.4357,3,10.2,21
147,Republicans have proposed dozens of (health care) solutions designed to help control costs and improve quality.,1,0.743,3,14.8,16
148,"When the union says I want to eliminate tenure, thats not true.",1,-0.2575,2,5.0,12
149,Says Hillary Clinton has donated every cent shes ever earned from speaking fees to charity.,0,0.4215,1,10.2,15
150,Charlottes anti-discrimination ordinance would have opened all bathrooms to all sexes at all times if it hadnt been overturned.,0,0.0,2,15.1,19
151,Eighty percent of the American people support an approach (to federal budget problems) that includes revenues and includes cuts.,1,0.128,3,15.3,19
152,Social Security has nothing to do with the federal deficit.,0,-0.0772,1,7.1,10
153,About 1 percent of all the gun sellers are responsible for more than half of the guns that are used in crimes.,1,-0.0258,1,8.6,22
154,On pay for fired Milwaukee police officers,0,-0.6124,0,6.3,7
155,Texas is the state that has now gone the longest without electing a Democrat statewide.,1,0.0,1,9.0,15
156,Says CNN reported Ben Carson was taking a break from campaigning and the Cruz campaign forwarded that news to our volunteers.,0,0.0,1,12.6,21
157,"Today, if you were raised poor, youre just as likely to stay poor as you were 50 years ago.",1,-0.7351,3,6.2,19
158,"Says President Barack Obama told a room of students, Children, every time I clap my hands together, a child in America dies from gun violence, and then a child told him he could solve the problem by not clapping any more.",0,-0.8126,5,19.8,41
159,The United States has the longest surviving constitution.,1,0.6124,1,12.0,8
160,"Says, In Oregon in 2010, 49 percent of all pregnancies were unintended.",1,0.0,3,8.1,12
161,Austin school district teachers are the lowest paid of any urban Texas district and the lowest paid of any surrounding school district.,1,-0.6369,1,14.0,22
162,Says Clackamas County has more urban renewal debt than all the other Oregon counties combined.,1,-0.4144,1,11.2,15
163,NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.,0,0.1531,1,11.1,18
164,The University of Wisconsin System is larger than any business in the state of Wisconsin.,1,0.0,1,9.6,15
165,There is no record of congresswoman Betty Sutton ... ever holding a single in-person town hall meeting open to the general public.,0,-0.296,5,13.5,22
166,"Mark Herring voted to allow sex offenders, including rapists, to serve shorter sentences.",0,-0.6908,3,13.0,13
167,Iraq has the second-largest oilfields in the world (behind) Saudi Arabia.,1,0.0,4,11.1,11
168,Says states mandated tests come from an English company.,1,0.0,1,8.2,9
169,Says he got twice as much money from the sale of County Grounds land than Milwaukee County Executive Scott Walker was willing to accept.,0,0.3818,1,12.8,24
170,"We spend in tax loopholes annually $1.1 trillion. Thats more than we spend on our defense budget in a year, on Medicare or Medicaid in a year.",0,0.128,5,5.6,27
171,On the Bush tax cuts.,0,-0.296,1,-3.0,5
172,Over half of the black workers in this country earn less than $15 an hour.,1,0.0,2,4.9,15
173,"Insured Floridians pay about $2,000 for every hospital stay to cover the cost of the uninsured.",1,-0.1027,3,10.1,16
174,Sixteen million jobs were created under Ronald Reagans presidency.,1,0.25,1,13.4,9
175,This would be the largest casino in the United States.,0,0.4215,1,4.8,10
176,"Barack Obama's health care plan ""will cost taxpayers $1,700 more to cover each new person.""",0,0.4939,6,10.2,15
177,Barack Obama ... 96 percent of his votes have been solely along party line.,1,0.4019,4,7.5,14
178,President Obama and Nancy Pelosi said Obamacare would save money because they factored in 10 years worth of tax revenue and only six and half years worth of expenses.,1,0.7184,1,15.5,29
179,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",1,0.25,3,8.7,16
180,Says American polling shows Russian President Vladimir Putin has an 80 percent approval rating.,1,0.4767,1,13.2,14
181,Pasco County schools have graduation rates substantially higher than the state average and dropout rates below the state average.,1,0.0,1,15.6,19
182,Eighty-five percent of the states in the United States that had electrocution have now abolished it.,1,0.4215,2,11.6,16
183,"Says that each year, about 25,000 American women become pregnant through rape or incest.",1,-0.6908,3,10.8,14
184,"Bill Nelson leased land that he owned for six cows, taking advantage of an agricultural tax loophole to dodge $43,000 in taxes just last year.",1,0.25,4,13.3,25
185,"In rural Virginia, Sen. Warner ran 8-10 points ahead of a traditional Democrat -- ahead of Senator Kaine, ahead of Governor McAuliffe.",0,0.0,7,9.2,22
186,I can tell you with certainty (capandtrade)would have a devastating impact on our economy.,0,-0.5106,3,11.5,14
187,Today many Florida teachers are at risk of having their pay impacted by the performance of children who are not even in their classrooms or subject areas.,1,-0.3612,1,14.4,27
188,Mitt Romney left Massachusetts $1 billion in debt.,0,-0.3612,2,7.9,8
189,Says Barack Obama promised he would cut the deficit in half but didnt.,1,-0.1655,1,6.1,13
190,Old City in Philadelphiaused to have more than a dozen clubs and thats what we were known for and now were down to two.,1,0.0,1,9.4,24
191,Says Denmarks suicide rate has been about twice as high as the United States over the past five decades.,0,-0.4019,1,9.4,19
192,"China has total control, just about, of North Korea.",0,0.0,3,6.1,9
193,The fact is the Clinton Foundation has got about 80 percent in overhead and 20 percent of the money is actually getting into the places it should.,0,0.0,1,13.0,27
194,The U.S. Constitution owes its notion of democracy to the Iroquois Tribes.,0,0.0,3,9.3,12
195,"Since the first of the year, 153 businesses at last count had moved out of California to Texas.",1,0.0,2,8.0,18
196,Barack Obama has provided guns to Mexican drug cartels.,1,0.0,1,7.7,9
197,"Says Chris Koster fell silentas attorney general in pursuing a case against a free classified service accused of promoting prostitution after accepting over $12,000 in campaign contributions from people affiliated with the service.",0,0.7351,3,23.5,33
198,Health care premiums for consumers have doubled since 2001.,1,0.4939,1,9.8,9
199,"Says, Less than half of all states have legal protections on the basis of sexual orientation or gender identity, despite the fact that LGBT Americans report employment discrimination and unemployment at much higher rates than the U.S. average.",1,-0.34,5,23.1,38
200,"Gov. Romney himself, with 28 other Republican governors, supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever.",0,0.3182,4,19.0,30
201,"Under Lt. Gov. Lee Fisher, Ohio is 44th in the country in terms of getting money actually into worker retraining.",0,0.0,4,10.7,20
202,"Im well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.",0,-0.3597,5,14.1,19
203,Says Rick Perry recently said he wanted another (Texas) business tax.,0,0.0,3,9.3,11
204,"By a two-to-one margin, Rhode Islanders want to ban assault weapons and we have a very small percentage of gun owners in this state, less than 13 percent.",1,-0.9081,5,14.0,28
205,"Right now, an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker. That has to change.",0,-0.0828,3,6.8,26
206,Wisconsin dropped from second in the country to 41st among states where more than half the students took the ACT exam.,0,0.0,1,11.1,21
207,"Says 315,000 mostly minority Texas students are enrolled in failing schools.",1,-0.5106,2,12.3,11
208,"Says At age 76 when you most need it, you are not eligible for cancer treatment under Affordable Care Act.",0,0.7728,2,9.1,20
209,Says an Obama administration policy prohibits people who work with at-risk youth from promoting marriage as a way to avoid poverty.,0,-0.4588,2,14.0,21
210,...Secret documents reveal that Iran could obtain a nuclear weapon far sooner than we were told. And Tammy Duckworth voted yes (on the Iran nuclear deal).,0,0.128,7,8.4,26
211,"If you look at the results of Obamacare, what you see is emergency room visits are up over 50 percent.",0,-0.3818,2,8.1,20
212,Loranne Ausley voted six times to tax your savings.,0,0.0,1,5.6,9
213,Four state Assembly Democrats scored a death blow to northeast Wisconsins economy by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.,0,-0.8519,1,15.1,26
214,The president campaigned against this type of legislation.,1,0.0,1,12.6,8
215,One in every three women has an abortion during her lifetime.,1,0.0,1,5.9,11
216,"Barack Obama ""is more to the left of the announced Socialist in the United States Senate.""",0,0.4215,3,8.7,16
217,What president has the worst record on female labor force participation? Barack Obama.,0,-0.6249,2,11.9,13
218,Two million more Latinos are in poverty today than when President Obamatook his oath of office less than eight years ago.,1,-0.5106,1,11.7,21
219,The Social Security trust fund is already facing imminent bankruptcy.,0,0.6908,1,11.8,10
220,"Seven hundred thousand. Thats how many California jobs will be lost thanks to the politicians raising the minimum wage.Now Florida is adding one million jobs, not losing them.",0,0.4184,4,10.5,28
221,America is No. 1 in wind power.,1,-0.296,2,-1.2,7
222,"The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today, due to changes from President Lyndon Johnsons Great Society.",0,0.6249,2,16.7,32
223,I said no to these big bank bailouts.,1,-0.296,1,0.2,8
224,People have a constitutional right to have semiautomatic rifles.,1,0.0,1,12.4,9
225,"This budget also reflects the smallest state government workforce per 1,000 residents in Florida in this century.",1,0.0,2,14.0,17
226,"The film and TV industry supports more than 24,000 direct jobs and pays local workers more than $1.68 billion in wages in Georgia.",1,0.3612,4,12.2,23
227,Property taxes have increased 20 percent under four years of Chris Christie.,1,0.2732,1,10.1,12
228,"When it comes to income taxes, Wisconsin is one of the best places in the country to be poor but top 4 or 5 worst for middle-income earners.",1,-0.5994,3,11.6,28
229,ACORN could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.,0,-0.5859,3,13.5,22
230,"Says Congressman Jon Runyan does not want to cut taxes for the middle class, but only for millionaires.",0,0.0762,2,10.1,18
231,On his half pay pledge.,1,-0.1027,1,-1.1,5
232,"Over 10 years, (extending tax cuts for the wealthy) would add less to the deficit than Obama added with the stimulus in one year.",0,-0.5627,4,11.4,24
233,The collective net worth of Americans has taken a $5.5 trillion hit ... mainly due to plummeting home values.,1,0.5574,6,11.4,19
234,Gov. Rick Scott backed the federal shutdown.,0,0.0258,2,7.6,7
235,"The average Georgia family makes $6,000 less than the average family did 10 years ago when inflation is factored in.",1,0.0,3,11.4,20
236,"As weve seen that federal support for states diminish, youve seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs.",1,-0.3818,6,17.9,27
237,"Says New START, passed while Clinton was secretary of state, is a treaty cutting Russias nuclear arms.",1,-0.128,3,10.9,17
238,Says his free public university tuition program is paid for by a tax on Wall Streets speculation.,0,0.5106,1,9.5,17
239,Ohio ranks 46th in the country in putting dollars in the classroom.,1,0.0,1,6.6,12
240,"Under a Wisconsin bill, minor offenses such as violating pet leash laws, seat belt laws, parking infractions, etc., would now be arrestable offenses.",1,-0.8176,7,16.1,23
241,"Says in 2003 Texas cut $10 billion out of the entire budget, yet we put $1.8 billion more into public education. We put $800 million more into health and human services.",0,-0.2732,7,7.4,31
242,Under Hillary Clintons plan illegal immigrants convicted of committing crimes get to stay.,1,-0.5106,1,13.3,13
243,"The Obama administration leaked information, deliberately or otherwise, that led to the identification of the Pakistani doctor that helped us in achieving our goals and killing bin Laden.",0,-0.7717,3,19.5,28
244,"Over the last several months, there was a review board headed by two distinguished Americans, Mike Mullen and Tom Pickering, who investigated every element of the Benghazi incident.",0,0.0,4,18.5,28
245,"Says, when this governor came to office, he had (an) 11 billion dollar - I call it mismanagement deficit.",1,-0.4019,6,10.3,19
246,Georgia and other states with weak gun laws have more crime.,1,-0.8439,1,5.5,11
247,Says President Barack Obama spent nearly a trillion dollars on make-work government jobs.,0,0.0,2,13.0,13
248,"Among Hispanics, support for immigration reform is close to universal.",1,0.4019,2,12.3,10
249,Says a Ted Cruz ad has got me bull-dozing down a house.I never bulldozed it down. Its false advertising.,1,0.0,4,4.7,19
250,Wages adjusted for inflation havent risen since the turn of the last century.,1,0.0,1,8.6,13
251,Says 95 percent of people caught crossing the U.S.-Mexico border said in a survey we are coming because weve been promised amnesty.,1,0.3612,4,13.1,22
252,There would be tens of thousands of jobs created if President Barack Obama approved the Keystone XL pipeline.,0,0.5859,1,11.6,18
253,Weve brought trade cases against China at nearly twice the rate as the last administration.,1,0.0,1,10.2,15
254,"When we started this health care debate a year ago, 85 percent of the American people had health insurance, and 95 percent of the 85 percent were happy with it.",1,0.7845,3,14.2,30
255,"Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.",1,-0.918,3,8.8,30
256,Obama said he would unilaterally renegotiate the North American Free Trade Agreement.,1,0.7579,1,13.6,12
257,"In the 513 days between Trayvon dying, and todays verdict, 11,106 African-Americans have been murdered by other African-Americans.",0,-0.5859,6,17.1,18
258,Says If you compare the Portland Metro area to the CDCs statewide cavity rates ... the Portland Metro area would actually rank as having the 15th lowest cavity rate in the U.S.,0,-0.3818,5,16.1,32
259,"He received ""A"" ratings from ""every conservative organization that gives ratings.""",1,0.0,5,14.9,11
260,"It costs $10,000 a year to keep a child in school; it costs $30,000 a year to keep someone in prison.",1,-0.5106,6,7.3,21
