,statement,label,id
59,Sixty percent of the Hispanics support the Arizona immigration law,0,939
60,"If the sequester hits, federal prosecutors will have to let criminals go.",0,940
61,Says Dick Cheney de-Baathisized the Iraqi government and created ISIS.,0,941
62,Says Bill and Hillary Clinton attended Donald Trumps last wedding.,1,942
63,I did not play any role in bringing the company to RI as did others in government. I was tasked with handling the legislation affecting the company by my superiors.,0,943
64,"Obamacare insurance cooperative failures should be expected because theyre like any business, and when you start businesses in America, at the fifth year, half of the businesses have closed.",1,944
65,The tax cut deal is giving $700 billion to millionaires and billionaires.,0,945
66,Says Marco Rubio said Social Security and Medicare haveweakened us as a people.,1,946
67,"Across the country, $174 billion of the Recovery Act have been committed in its first 130 days.",1,947
68,"As secretary of the Department of Energy under former President Bill Clinton, ""I created reserves of home heating oil.""",1,948
69,Twenty-five states have lower unemployment than Texas which is tied with Mississippi for more minimum-wage jobs than anywhere in the United States.,1,949
70,"Of the 20 bills [Rep. David] Cicilline has sponsored in his three years in office, not a single one has advanced past the embryonic committee stage.",1,950
71,"Says Donald Trump has said he loves war, including with nukes.",1,951
72,"Any state tax law has to start in the House and the renewal of the state hospital bed tax this year started in the Senate, which is unconstitutional.",0,952
73,"Every child born today inherits a $30,000 share in a national debt that stands at more than $13 trillion.",1,953
74,A strong bipartisan majority in the House of Representatives voted to defund Obamacare.,0,954
75,Proximity to high-voltage power lines lowers property values by as much as 30 percent.,1,955
76,What the facts say is ...the best scenario for kids is a loving mom and dad.,0,956
77,Says Mark Neumann = Nancy Pelosi,0,957
78,"To hear Gov. Christie tell it, everything in New Jersey is going just fine. Well I see another New Jersey with 400,000 unemployed. One of the worst jobless rates in the country. Working and middle class families have seen costs soar, from property taxes to college tuition.",1,958
79,Says delegates cant legally change the Republican National Convention rules to prevent Donald Trumps nomination.,0,959
80,Rebuilding three high schools will benefit 40 percent of Portland Public School students.,0,960
81,Proposition 2 on Novembers Texas ballot does not cost state taxpayers any money.,1,961
82,Providence has the lowest crime rate in three decades.,1,962
83,On banning earmarks.,0,963
84,Says hes taken an 8% pay decrease in each of the nine years he has been in office.,1,964
85,1 percent of Americans are millionaires. 47 percent of House Reps. are millionaires. 56 percent of Senators are millionaires.,1,965
86,The decision for the United States to buy heavy water from Iran will directly subsidize Irans nuclear program.,0,966
87,The Texas Department of Transportation... misplaced a billion dollars.,1,967
88,A judges order means theres a Constitution exemption zone if you live within 100 miles of the United States border.,0,968
89,"Pepper ... kicked off a jock tax, imposing a levy on the sports and entertainment industry.",1,969
90,"Mitch McConnell opposed ""legislation to create and protect Kentucky jobs . . . help for the unemployed. . . health care for Kentucky's children,"" and ""fair pay for women.""",0,970
91,"Under Mayor Tom Barrett, the number of Milwaukee police officers has not increased.",1,971
92,Taxpayers subsidize 80 percent of each MARTA trip,0,972
93,"President Obama, Sen. Harry Reid and Rep. Nancy Pelosi passed a $1.2 trillion stimulus bill.",0,973
94,Says Milken Institute rated San Antonio as nations top-performing local economy.,1,974
95,Says people in Africa literally walk two and three hundred miles in order to vote.,0,975
96,"Before World War II, very few people actually had health insurance.",1,976
97,Half of children struck by cars near schools are hit by parents driving children to school.,0,977
98,"Citizens Property Insurance has over $500 billion worth of risk, with less than $10 billion worth of surplus.",0,978
99,Tom Leppert pledged to make Dallas a sanctuary city for illegal immigrants.,0,979
100,Putting three Republicans in my Cabinet...is unprecedented.,1,980
101,"When Atlanta Police Chief George Turner was interim head of the department, overall crime fell 14 percent and violent crime dropped 22.7 percent.",0,981
102,"From 1980 to 1990, the top 1 percent saw their income go up by roughly 80 percent while the median wage in the country over (the same) 10 years went up 3 percent.",1,982
103,"I am very proud, as governor of Florida, that we signed the first divestment act, as it relates to Iran, divesting any investments in companies that would invest in Iran.",1,983
104,"As a result of climate change, ice fishermen in Wisconsin are already noticing fewer days they can be out on our ice covered lakes.",1,984
105,Muslim nations did not call out the people who celebrated the 9/11 attacks.,1,985
106,"Says Donald Trump said of women, And you can tell them to go f--- themselves.",0,986
107,"The Taliban has been there for years and years, I mean, hundreds of thousands of years.",0,987
108,Iran President Hassan Rouhani has more Cabinet members with Ph.D.s from American universities than members of Barack Obamas Cabinet.,1,988
109,"The words subhuman mongrel, which Ted Nugent called President Barack Obama, were used by the Nazis to justify the genocide of the Jewish community.",1,989
110,"(Barack Obama) says hes going to reduce the long-term debt and deficit by $4 trillion, doesnt say how hes going to do it.",0,990
111,Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan.,0,991
112,Says President Obama and his National Labor Relations Board sued Boeing over its decision to open a plant in South Carolina.,1,992
113,"Says U.S. Sen. Ron Johnson led the fight to let polluters release unlimited amounts of carbon pollution and took nearly $225,000 from polluters.",1,993
114,Orrin Hatch co-sponsored a 1993 health care bill that had an individual mandate.,1,994
115,More (student-athletes) graduate than the students who arent student-athletes.,1,995
116,U.S. Rep. Lloyd Doggett is the most liberal man in the United States Congress.,0,996
117,"Its entirely possible that the Democratic nominee, [Hillary Clinton], earned more money giving a single speech on Wall Street than I made the six years that I was there back in the 1980s In fact, its quite likely.",0,997
118,Says Mitt Romney flip-flopped on an assault weapons ban.,1,998
119,"Says state Senate President Stephen Sweeney gave us the nations highest income tax rates, driving out jobs.",0,999
120,Delaware Democratic Senate candidate Chris Coons thought that a 911 call should be taxed.,0,1000
121,"When Tim Kaine was governor, spending soared, blowing holes in the budget every year.",0,1001
122,President Obama has the lowest public approval ratings of any president in modern times.,0,1002
123,"Neville Chamberlain told the British people: Accept the Nazis. Yes, they will dominate the continent of Europe, but that is not our problem. Lets appease them. Why? Because it cant be done. We cannot possibly stand against them.",0,1003
124,On an income cap for recipients of the popular HOPE scholarship,0,1004
125,Wisconsin is dead last in the Midwest for job creation.,1,1005
126,On running a civil and polite campaign.,1,1006
127,"Says President Barack Obama has taken 92 days of vacation since he was sworn in, compared to 367 for President George W. Bush at the same point in his presidency.",1,1007
128,"The federal government reviewed and verified his administrations numbers showing Wisconsin added 23,608 jobs in 2011.",1,1008
129,Tom Suozzi raised taxes by hundreds of millions of dollars as Nassau County executive.,1,1009
130,"John Holdren, director of the White House Office of Science and Technology Policy, has proposed forcing abortions and putting sterilants in the drinking water to control population.",0,1010
131,Mitt Romney drove to Canada with the family dog Seamus strapped to the roof of the car.,1,1011
132,Many of the founding fathers were very actively involved in cockfighting.,0,1012
133,Says state Sen. Sheila Harsdorf wants to eliminate Medicare as we know it.,0,1013
134,The majority of people travelling to these destination resorts are not going for the primary purpose of gambling.,0,1014
135,Says Bill Nelson voted 98 percent of the time with Barack Obama.,1,1015
136,I did not I did not I do not say that. I do not say that climate change is a hoax perpetrated by the Chinese.,0,1016
137,"In Florida we have 75,000 on (a) waiting list for child care and 23,000 on waiting lists for community care for the elderly.",1,1017
138,"Says NFL Commissioner Roger Goodell interviewed domestic abuse victim Janay Rice with Ray Rice present and for every domestic violence agency, every law enforcement agency, thats a no-no.",1,1018
139,I can tell you that the enhanced interrogation techniques that have since been banned by this administration specifically waterboarding work.,0,1019
140,Virginia has made no progress on jobs since Bob McDonnell took office.,0,1020
141,The Iraq Study Group reported that (Saddam Hussein) had designs on reviving his nuclear program.,0,1021
142,"The sex-offender registry has been around for a long time, and the research thats out there says that it has no positive impact on the public safety.",1,1022
143,Ronald Reagan raised the national debt 18 times.,1,1023
144,On whether global warming is man-made.,0,1024
145,The number of inmates since 2000 on death row dying of natural causes has now surpassed the number of inmates executed.,1,1025
146,"Quite frankly, it was during the Bush years of spending, multiplied now by the Obama years that we have this mess.",1,1026
147,Republicans have proposed dozens of (health care) solutions designed to help control costs and improve quality.,1,1027
148,"When the union says I want to eliminate tenure, thats not true.",1,1028
149,Says Hillary Clinton has donated every cent shes ever earned from speaking fees to charity.,0,1029
150,Charlottes anti-discrimination ordinance would have opened all bathrooms to all sexes at all times if it hadnt been overturned.,0,1030
151,Eighty percent of the American people support an approach (to federal budget problems) that includes revenues and includes cuts.,1,1031
152,Social Security has nothing to do with the federal deficit.,0,1032
153,About 1 percent of all the gun sellers are responsible for more than half of the guns that are used in crimes.,1,1033
154,On pay for fired Milwaukee police officers,0,1034
155,Texas is the state that has now gone the longest without electing a Democrat statewide.,1,1035
156,Says CNN reported Ben Carson was taking a break from campaigning and the Cruz campaign forwarded that news to our volunteers.,0,1036
157,"Today, if you were raised poor, youre just as likely to stay poor as you were 50 years ago.",1,1037
158,"Says President Barack Obama told a room of students, Children, every time I clap my hands together, a child in America dies from gun violence, and then a child told him he could solve the problem by not clapping any more.",0,1038
159,The United States has the longest surviving constitution.,1,1039
160,"Says, In Oregon in 2010, 49 percent of all pregnancies were unintended.",1,1040
161,Austin school district teachers are the lowest paid of any urban Texas district and the lowest paid of any surrounding school district.,1,1041
162,Says Clackamas County has more urban renewal debt than all the other Oregon counties combined.,1,1042
163,NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.,0,1043
164,The University of Wisconsin System is larger than any business in the state of Wisconsin.,1,1044
165,There is no record of congresswoman Betty Sutton ... ever holding a single in-person town hall meeting open to the general public.,0,1045
166,"Mark Herring voted to allow sex offenders, including rapists, to serve shorter sentences.",0,1046
167,Iraq has the second-largest oilfields in the world (behind) Saudi Arabia.,1,1047
168,Says states mandated tests come from an English company.,1,1048
169,Says he got twice as much money from the sale of County Grounds land than Milwaukee County Executive Scott Walker was willing to accept.,0,1049
170,"We spend in tax loopholes annually $1.1 trillion. Thats more than we spend on our defense budget in a year, on Medicare or Medicaid in a year.",0,1050
171,On the Bush tax cuts.,0,1051
172,Over half of the black workers in this country earn less than $15 an hour.,1,1052
173,"Insured Floridians pay about $2,000 for every hospital stay to cover the cost of the uninsured.",1,1053
174,Sixteen million jobs were created under Ronald Reagans presidency.,1,1054
175,This would be the largest casino in the United States.,0,1055
176,"Barack Obama's health care plan ""will cost taxpayers $1,700 more to cover each new person.""",0,1056
177,Barack Obama ... 96 percent of his votes have been solely along party line.,1,1057
178,President Obama and Nancy Pelosi said Obamacare would save money because they factored in 10 years worth of tax revenue and only six and half years worth of expenses.,1,1058
179,"John McCain ""has not led on nonproliferation issues when he had the chance in the Senate.""",1,1059
180,Says American polling shows Russian President Vladimir Putin has an 80 percent approval rating.,1,1060
181,Pasco County schools have graduation rates substantially higher than the state average and dropout rates below the state average.,1,1061
182,Eighty-five percent of the states in the United States that had electrocution have now abolished it.,1,1062
183,"Says that each year, about 25,000 American women become pregnant through rape or incest.",1,1063
184,"Bill Nelson leased land that he owned for six cows, taking advantage of an agricultural tax loophole to dodge $43,000 in taxes just last year.",1,1064
185,"In rural Virginia, Sen. Warner ran 8-10 points ahead of a traditional Democrat -- ahead of Senator Kaine, ahead of Governor McAuliffe.",0,1065
186,I can tell you with certainty (capandtrade)would have a devastating impact on our economy.,0,1066
187,Today many Florida teachers are at risk of having their pay impacted by the performance of children who are not even in their classrooms or subject areas.,1,1067
188,Mitt Romney left Massachusetts $1 billion in debt.,0,1068
189,Says Barack Obama promised he would cut the deficit in half but didnt.,1,1069
190,Old City in Philadelphiaused to have more than a dozen clubs and thats what we were known for and now were down to two.,1,1070
191,Says Denmarks suicide rate has been about twice as high as the United States over the past five decades.,0,1071
192,"China has total control, just about, of North Korea.",0,1072
193,The fact is the Clinton Foundation has got about 80 percent in overhead and 20 percent of the money is actually getting into the places it should.,0,1073
194,The U.S. Constitution owes its notion of democracy to the Iroquois Tribes.,0,1074
195,"Since the first of the year, 153 businesses at last count had moved out of California to Texas.",1,1075
196,Barack Obama has provided guns to Mexican drug cartels.,1,1076
197,"Says Chris Koster fell silentas attorney general in pursuing a case against a free classified service accused of promoting prostitution after accepting over $12,000 in campaign contributions from people affiliated with the service.",0,1077
198,Health care premiums for consumers have doubled since 2001.,1,1078
199,"Says, Less than half of all states have legal protections on the basis of sexual orientation or gender identity, despite the fact that LGBT Americans report employment discrimination and unemployment at much higher rates than the U.S. average.",1,1079
200,"Gov. Romney himself, with 28 other Republican governors, supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever.",0,1080
201,"Under Lt. Gov. Lee Fisher, Ohio is 44th in the country in terms of getting money actually into worker retraining.",0,1081
202,"Im well aware that medical marijuana is a recognized, medical, viable treatment for this sort of [pancreas] pain condition.",0,1082
203,Says Rick Perry recently said he wanted another (Texas) business tax.,0,1083
204,"By a two-to-one margin, Rhode Islanders want to ban assault weapons and we have a very small percentage of gun owners in this state, less than 13 percent.",1,1084
205,"Right now, an employer has more of a chance of getting hit by lightning than be prosecuted for hiring an undocumented worker. That has to change.",0,1085
206,Wisconsin dropped from second in the country to 41st among states where more than half the students took the ACT exam.,0,1086
207,"Says 315,000 mostly minority Texas students are enrolled in failing schools.",1,1087
208,"Says At age 76 when you most need it, you are not eligible for cancer treatment under Affordable Care Act.",0,1088
209,Says an Obama administration policy prohibits people who work with at-risk youth from promoting marriage as a way to avoid poverty.,0,1089
210,...Secret documents reveal that Iran could obtain a nuclear weapon far sooner than we were told. And Tammy Duckworth voted yes (on the Iran nuclear deal).,0,1090
211,"If you look at the results of Obamacare, what you see is emergency room visits are up over 50 percent.",0,1091
212,Loranne Ausley voted six times to tax your savings.,0,1092
213,Four state Assembly Democrats scored a death blow to northeast Wisconsins economy by killing hundreds of jobs at a potential Bass Pro Shops near Green Bay.,0,1093
214,The president campaigned against this type of legislation.,1,1094
215,One in every three women has an abortion during her lifetime.,1,1095
216,"Barack Obama ""is more to the left of the announced Socialist in the United States Senate.""",0,1096
217,What president has the worst record on female labor force participation? Barack Obama.,0,1097
218,Two million more Latinos are in poverty today than when President Obamatook his oath of office less than eight years ago.,1,1098
219,The Social Security trust fund is already facing imminent bankruptcy.,0,1099
220,"Seven hundred thousand. Thats how many California jobs will be lost thanks to the politicians raising the minimum wage.Now Florida is adding one million jobs, not losing them.",0,1100
221,America is No. 1 in wind power.,1,1101
222,"The percentage of black children born without a father in the home has risen from 7 percent in 1964 to 73 percent today, due to changes from President Lyndon Johnsons Great Society.",0,1102
223,I said no to these big bank bailouts.,1,1103
224,People have a constitutional right to have semiautomatic rifles.,1,1104
225,"This budget also reflects the smallest state government workforce per 1,000 residents in Florida in this century.",1,1105
226,"The film and TV industry supports more than 24,000 direct jobs and pays local workers more than $1.68 billion in wages in Georgia.",1,1106
227,Property taxes have increased 20 percent under four years of Chris Christie.,1,1107
228,"When it comes to income taxes, Wisconsin is one of the best places in the country to be poor but top 4 or 5 worst for middle-income earners.",1,1108
229,ACORN could get up to $8.5 billion more tax dollars despite being under investigation for voter registration fraud in a dozen states.,0,1109
230,"Says Congressman Jon Runyan does not want to cut taxes for the middle class, but only for millionaires.",0,1110
231,On his half pay pledge.,1,1111
232,"Over 10 years, (extending tax cuts for the wealthy) would add less to the deficit than Obama added with the stimulus in one year.",0,1112
233,The collective net worth of Americans has taken a $5.5 trillion hit ... mainly due to plummeting home values.,1,1113
234,Gov. Rick Scott backed the federal shutdown.,0,1114
235,"The average Georgia family makes $6,000 less than the average family did 10 years ago when inflation is factored in.",1,1115
236,"As weve seen that federal support for states diminish, youve seen the biggest job losses in the public sector -- teachers, police officers, firefighters losing their jobs.",1,1116
237,"Says New START, passed while Clinton was secretary of state, is a treaty cutting Russias nuclear arms.",1,1117
238,Says his free public university tuition program is paid for by a tax on Wall Streets speculation.,0,1118
239,Ohio ranks 46th in the country in putting dollars in the classroom.,1,1119
240,"Under a Wisconsin bill, minor offenses such as violating pet leash laws, seat belt laws, parking infractions, etc., would now be arrestable offenses.",1,1120
241,"Says in 2003 Texas cut $10 billion out of the entire budget, yet we put $1.8 billion more into public education. We put $800 million more into health and human services.",0,1121
242,Under Hillary Clintons plan illegal immigrants convicted of committing crimes get to stay.,1,1122
243,"The Obama administration leaked information, deliberately or otherwise, that led to the identification of the Pakistani doctor that helped us in achieving our goals and killing bin Laden.",0,1123
244,"Over the last several months, there was a review board headed by two distinguished Americans, Mike Mullen and Tom Pickering, who investigated every element of the Benghazi incident.",0,1124
245,"Says, when this governor came to office, he had (an) 11 billion dollar - I call it mismanagement deficit.",1,1125
246,Georgia and other states with weak gun laws have more crime.,1,1126
247,Says President Barack Obama spent nearly a trillion dollars on make-work government jobs.,0,1127
248,"Among Hispanics, support for immigration reform is close to universal.",1,1128
249,Says a Ted Cruz ad has got me bull-dozing down a house.I never bulldozed it down. Its false advertising.,1,1129
250,Wages adjusted for inflation havent risen since the turn of the last century.,1,1130
251,Says 95 percent of people caught crossing the U.S.-Mexico border said in a survey we are coming because weve been promised amnesty.,1,1131
252,There would be tens of thousands of jobs created if President Barack Obama approved the Keystone XL pipeline.,0,1132
253,Weve brought trade cases against China at nearly twice the rate as the last administration.,1,1133
254,"When we started this health care debate a year ago, 85 percent of the American people had health insurance, and 95 percent of the 85 percent were happy with it.",1,1134
255,"Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.",1,1135
256,Obama said he would unilaterally renegotiate the North American Free Trade Agreement.,1,1136
257,"In the 513 days between Trayvon dying, and todays verdict, 11,106 African-Americans have been murdered by other African-Americans.",0,1137
258,Says If you compare the Portland Metro area to the CDCs statewide cavity rates ... the Portland Metro area would actually rank as having the 15th lowest cavity rate in the U.S.,0,1138
259,"He received ""A"" ratings from ""every conservative organization that gives ratings.""",1,1139
260,"It costs $10,000 a year to keep a child in school; it costs $30,000 a year to keep someone in prison.",1,1140
261,Says Republican Rep. Charlie Dent wants to kick the Freedom Caucus out of the Republican conference for voting our conscience.,0,1141
262,"He was offered medical care for his injuries if he would give up military information in return. John McCain said, 'No.' ",0,1142
263,Two-thirds of Wisconsin corporations dont pay state income taxes.,1,1143
264,There are literally teachers now who are getting pink slips because of sequestration.,0,1144
265,Obamacare ... will kill jobs across America.,0,1145
266,"Last weeks three most-viewed television programs wereSunday Night Football, Thursday Night Football and Monday Night Football.",1,1146
267,On federal stimulus money for expanding rail service.,1,1147
268,"About 106,000 soldiers had a prescription of three weeks or more for pain, depression or anxiety medication.",1,1148
269,Georgia loses millions of dollars of revenue because people go out of state to buy fireworks.,1,1149
270,"If you and I fail to defund ObamaCare now, some 16,000 new IRS agents will be begin prying into our private medical records, eyeing each and every one of our treatments and prescriptions for violations.",0,1150
271,John McCain says it's okay with him if the U.S. spends the next thousand years in Iraq.,1,1151
272,"Says that in 2015, illegal immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes.",1,1152
273,"The Clinton Foundation is a charity where President and Secretary Clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.",1,1153
274,"Says his bill, HB 97, would prevent the use of taxpayer dollars on abortions.",0,1154
275,The average Atlanta resident spends an extra $924 each year in additional gasoline and wasted time.,1,1155
276,Federal health care reforms amounted to the government takeover of health care.,0,1156
277,Barack Obama and Hillary Clinton have changed their positions (on the Iraq war withdrawal) to follow Chris Dodd.,1,1157
278,Saturday Night Live executive producer Lorne Michaels could be put in jail under this amendment for making fun of any politician.,1,1158
279,"When he worked for ATT, he ""was responsible for large parts in a $5 billion organization.""",0,1159
280,"6,400 Ohioans ... lost manufacturing jobs in the month of September.",1,1160
281,Mitch McConnell voted with Harry Reid to infringe on our gun rights.,0,1161
282,Says Ron Johnson gave himself a $10 million sweetheart corporate payout,1,1162
283,"Of the roughly 15 percent of Americans who dont have health insurance, half of them made more than $50,000 a year.",0,1163
284,"The United States can immediately tap a domestic energy resource of more than 1.5 trillion barrels of oil, six times more than Saudi Arabia.",0,1164
285,Says House Democrats voted to use your tax dollars for abortions by voting against bill defunding Planned Parenthood.,0,1165
286,We need a Senator who shows up to work. Sherrod Brown missed over 350 official votes.,0,1166
287,It is already in the law that there is a requirement to screen (refugees) for religion.,1,1167
288,"At the mere request from Putin, President Obama withdrew the plans for a missile defense program based in Poland and the Czech Republic.",0,1168
289,"I did very well with young people in Ohio, Massachusetts, California.",1,1169
290,"Health care reform ""would bring down the deficit by as much as $1 trillion over the next two decades.""",1,1170
291,"McCain ""has opposed stem cell research.""",0,1171
292,Austin has more lobbyists working for it than any other municipality in Texas.,1,1172
293,"The EPA wants to hire 230,000 new government regulators that will cost the taxpayer $21 billion.",0,1173
294,"If the Trans-Pacific Partnership is fast-tracked through the Senate, it wont receive a committee assignment and the consideration will include no debate.",0,1174
295,On whether the government should bail out insurance giant AIG.,1,1175
296,The Cleveland police has issued a stand down order to officers.,0,1176
297,"The Keystone pipeline creates 35 permanent jobs after construction, according to a government report.",1,1177
298,We already pay the highest electricity prices in the country here in New England.,1,1178
299,We're going to have more troops (in Afghanistan) . . . than the Russians had.,0,1179
300,Victory! Republicans by 2 to 1 vote to endorse Mark Neumann on first ballot at GOP convention.,0,1180
301,Florida is investing record amounts of funding for HIV/AIDS prevention.,0,1181
302,There's only four senators senior to me ... there's still 44 older than me.,1,1182
303,"All four on Mount Rushmore, they were all independents at one critical point in their career.",0,1183
304,We didnt go out asking people to join the stand your ground task force.,0,1184
305,Rhode Islands exports have increased by 53 percent in the last two years.,1,1185
306,Giant companies like Toyota will not locate in a state that has not passed a right-to-work law,0,1186
307,"Mitt Romney boasts that he is ""proud to be the only major candidate for president to sign the tax pledge. The others have not.""",1,1187
308,"More than 250 (voter registration) groups, ranging across the entire political spectrum, have filed with the state and are registering voters right now.",1,1188
309,"Barack Obama got more campaign contributions from Fannie Mae and Freddie Mac ""than any other member of Congress, except for the Democratic chairmen of the committee that oversees them.""",1,1189
310,I brought down crime more than anyone in this country -- maybe in the history of this country -- while I was mayor of New York City. -,0,1190
311,"A planning group said that to meet anticipated traffic demands by 2035, Interstate 35 between Austin and Round Rock will need a dozen additional lanes going north and 14 additional southbound lanes.",1,1191
312,Foreign Chinese prostitution money is allegedly behind the groups funding Congressman Sean Duffys Republican Majority.,0,1192
313,The United States is the only developed country in the world without paid maternity leave.,1,1193
314,A voucher school that closed after 9 days this year collected $5.4 million in taxpayer subsidies since first opening.,1,1194
315,Rhode Islands unemployment insurance system is the most expensive such system in the country.,0,1195
316,"Says a YouTube video shows Thomas DiMassimo, the man who rushed Trump at an Ohio rally, dragging the American flag on the ground like it was a piece of garbage.",1,1196
317,"Obama worked with ""Sen. Dick Lugar, a Republican, to help lock down loose nuclear weapons.""",1,1197
318,"The United States spends $2.2 billion on free cell phones, $27 million on Moroccan pottery classes and pays for the travel expenses for the watermelon queen in Alabama.",1,1198
319,The United States is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria.,0,1199
320,The transportation package passed by the General Assembly would impose the largest tax increase in Virginias history.,1,1200
321,My home state since June of 2009 created 40 percent of the new jobs in America.,1,1201
322,"Onion Creeks highest flow rate on a recent night of flooding was 120,000 cubic feet per second, which is nearly double the average flow rate of Niagara Falls.",0,1202
323,"As governor of Florida, I used a combination of strategies to help reduce heroin use among youth in Florida by approximately 50 percent.",1,1203
